,Children_Poverty_Rate,E1,E2,E3,E4,E5,E6,HD1,HD2,L1,L2,O,P1,P2,P3,Q,Component 1,Component 2,Component 3,Segment K-means PCA,Segment,New Code
11,36.0,11.03763988,61.89512992,66.3,12.67544807,57.87063537,54.20875421,9.5,7.0,78.3912388,75.76618225,30.75757576,26.44230769,62.5,11.05769231,5.8,0.7163615126538095,-0.42200663416568196,-0.17539657320165566,0,first,E05000036
12,35.0,11.76006314,61.45478162,65.5,12.74710293,57.15986901,58.39285714,10.0,7.1,79.50626473,75.3031062,32.13114754,25.75757576,63.13131313,11.11111111,5.3,0.7677524400976222,-0.42929246283995404,-0.15404931564877886,0,first,E05000037
13,32.1,10.20408163,64.19753086,68.8,12.25087925,60.39537386,51.17449664,8.5,5.5,75.90753998,73.82436297,27.82608696,26.31578947,63.59649123,10.0877193,6.7,0.5841788296078327,-0.2788802792955197,-0.24994532832739508,0,first,E05000038
14,37.1,12.92035398,60.5309997,69.1,15.23789992,58.53278572,57.33333333,7.0,5.6,78.81021326,74.64024892,29.45945946,31.52542373,62.71186441,5.762711864,8.6,0.8434701879237066,-0.28391148111088227,-0.13815146426978747,0,first,E05000039
15,33.2,10.06305833,63.09872923,67.4,12.74856385,58.80863738,49.81412639,10.2,7.6,77.50053446,74.62120786,31.5,25.0,63.0,12.0,5.2,0.6695454619220408,-0.41253383672793664,-0.2528249018505555,0,first,E05000040
16,37.9,10.55844449,61.7107943,67.8,14.58498024,57.90460879,53.77906977,8.8,6.1,78.32423464,76.48951317,33.125,24.42396313,64.05529954,11.52073733,6.5,0.7236894710245885,-0.32687936896125147,-0.12589639757702148,0,first,E05000041
17,27.5,7.579954671,67.47040772,70.3,10.37304911,62.99665552,47.25738397,7.4,4.9,81.5266305,77.86391999,22.71186441,23.04147465,64.51612903,11.98156682,5.9,0.16690825515136284,-0.22272497490703305,-0.06339649719768652,0,first,E05000042
18,17.8,4.291137151,71.38967136,71.5,7.345497351,66.22633572,43.58974359,6.8,4.7,82.86269635,81.02855729,15.30864198,20.05988024,64.37125749,15.56886228,5.2,-0.30157420566801363,-0.22683007467521346,0.017506949317243035,1,second,E05000043
19,32.8,9.777847309,63.66879615,68.3,11.17667083,60.63986366,48.01762115,8.2,6.1,78.42975556,75.35409985,28.20754717,24.19354839,66.39784946,9.139784946,8.1,0.5310024220188659,-0.1693827227076592,-0.12493350828638061,0,first,E05000044
20,23.7,5.477491543,67.90429645,71.6,8.843984962,65.31313131,50.62166963,7.1,5.1,80.10362298,78.21303372,18.33333333,19.55445545,67.82178218,12.62376238,9.4,0.019014014213512148,-0.04716706937328069,0.009221786797805819,0,first,E05000045
21,34.5,8.457869634,61.91720766,67.0,11.7875191,59.07910272,49.09344491,6.3,4.7,82.61536747,80.13829866,27.55555556,22.37762238,69.46386946,8.158508159,13.0,0.42337103491368144,-0.017997542105364334,0.2447674236405064,0,first,E05000046
22,23.6,5.857800806,71.4699793,73.7,7.924606894,67.83275796,49.31087289,6.7,5.0,79.93597976,78.30734922,20.0,19.59654179,69.16426513,10.95100865,6.4,-0.03472667340854429,0.06720867393924843,-0.11092290620617752,1,second,E05000047
23,19.4,5.221252488,71.53933434,71.9,7.312463083,66.62138066,42.97029703,6.5,4.5,82.68021642,80.39681626,15.64102564,20.79510703,64.52599388,14.67889908,5.4,-0.2606384867571924,-0.19890243644852676,-0.013306577037713294,1,second,E05000048
24,20.7,4.18485624,74.85997613,74.9,6.331512652,70.11849132,46.85990338,6.7,4.7,83.9567819,82.13348813,20.14285714,19.25465839,67.08074534,13.66459627,6.0,-0.31777749083120393,-0.017498983050321118,-0.046280216820738074,1,second,E05000049
25,21.2,5.567630831,68.96912114,70.3,7.648415685,64.95602425,45.75289575,6.4,4.3,84.45177505,83.12439549,17.47252747,22.78106509,62.4260355,14.79289941,6.6,-0.21452315132918184,-0.30946466591906435,0.1064375670337566,1,second,E05000050
26,11.1,2.783521552,72.56828454,72.6,5.86893903,68.34262809,40.79422383,5.5,3.6,85.70580408,83.01953872,8.985507246,19.0625,64.0625,16.875,7.7,-0.6236043854997834,-0.204761054320105,0.1789623554106289,1,second,E05000051
27,7.7,2.37298933,73.05062915,72.3,4.507897934,69.08403657,41.81184669,4.4,2.7,85.58287225,83.32335163,5.405405405,20.74303406,61.91950464,17.3374613,6.1,-0.7723207391105623,-0.26077949974740405,0.18034433955413487,1,second,E05000052
28,18.5,5.31361716,66.69287212,69.2,7.796728159,63.8313253,57.69230769,6.7,4.4,82.04413019,79.7876693,12.32758621,26.10722611,62.93706294,10.95571096,7.7,-0.0664959841183399,-0.25912654547471875,0.08729388006080342,1,second,E05000053
29,19.5,5.02829426,70.67533406,71.7,7.35042735,66.38902499,40.90909091,6.8,4.6,83.42908333,81.44068244,16.84210526,22.79202279,63.24786325,13.96011396,6.1,-0.24924872554780647,-0.2553554726627539,0.005714387632871447,1,second,E05000054
30,13.5,3.589375449,66.73833413,69.6,8.08862504,63.93333825,40.81081081,5.8,4.1,82.67428036,80.76200685,11.03448276,21.02425876,66.84636119,12.12938005,13.6,-0.2686247444930077,-0.10297132756302187,0.28132527038224087,1,second,E05000055
31,11.4,2.769277846,74.54545455,73.3,5.536543632,69.20046557,38.4180791,6.9,4.2,82.04946638,80.34775442,8.208955224,18.32797428,64.30868167,17.36334405,4.3,-0.5827178395486602,-0.21436168577449735,-0.04299281620091593,1,second,E05000056
32,20.0,5.134545455,70.47127507,71.4,6.694515853,66.65391384,46.42201835,5.7,4.0,84.82528561,83.23323256,15.64356436,21.95767196,64.28571429,14.02116402,6.3,-0.3095861135633791,-0.1931049062129061,0.11431164180067384,1,second,E05000057
33,17.9,4.196370706,73.43535413,72.6,5.71873876,68.48384568,48.61751152,6.8,4.6,81.99765543,80.34828124,14.86111111,19.12225705,63.63636364,17.24137931,4.9,-0.3697788549243426,-0.21712651329164598,-0.06850119843126312,1,second,E05000058
34,12.9,3.353973168,71.6048092,70.8,5.230728894,67.08426132,47.01195219,6.3,4.0,83.46355336,82.0580506,9.718309859,19.93670886,62.65822785,17.08860759,5.3,-0.5063833044908622,-0.28735666978036556,0.08807240154455652,1,second,E05000059
35,26.0,5.805837563,68.3368128,68.8,8.810404182,62.7753884,46.5266559,8.2,5.5,81.54926703,77.98281091,21.75,19.87767584,63.60856269,16.51376147,5.7,0.028120928849206764,-0.32127406834396804,-0.04886607206685058,0,first,E05000060
36,14.1,3.066566941,74.23456149,75.0,6.267290913,70.25281123,40.12345679,6.2,4.2,82.10338771,80.82649245,10.73529412,17.96407186,68.86227545,13.17365269,6.6,-0.4751569705809439,0.04474773188686669,0.0043487021883622055,1,second,E05000061
37,19.2,4.69151671,67.23173278,70.0,9.001762891,63.6580854,45.68527919,6.7,5.0,81.95068973,79.36175578,15.18518519,20.33426184,67.96657382,11.42061281,10.7,-0.07124606878482884,-0.06800143974986794,0.15419049802871976,1,second,E05000062
38,19.0,4.865334492,72.01210287,73.1,7.355864811,67.71701721,42.90909091,7.4,5.3,81.24578667,79.47478096,15.56962025,18.82022472,67.13483146,13.76404494,6.3,-0.21654348963323408,-0.08715151073006515,-0.06400015887866901,1,second,E05000063
39,16.9,3.330970943,75.78722103,72.1,5.966014038,67.80767182,38.01369863,7.3,4.5,82.77999798,79.20900925,14.16666667,18.30985915,62.44131455,19.24882629,3.3,-0.48004375885889083,-0.30957719470382705,-0.11374765450670916,1,second,E05000064
40,27.0,6.147795487,70.42600026,71.8,9.056727154,65.33176747,42.57602862,7.6,5.2,82.18808522,78.07016564,22.34375,22.44897959,64.48979592,13.06122449,5.4,0.016662879976441138,-0.20360448018302987,-0.12394896595902347,0,first,E05000065
41,9.6,1.996151996,77.270003,73.3,4.826599928,69.76805137,26.72064777,6.4,4.2,84.98869006,82.58519004,9.4,18.98148148,62.5,18.51851852,3.8,-0.7755624151838718,-0.29677346553804296,-0.006729472785265706,1,second,E05000066
42,8.6,2.199101442,78.18315018,73.2,4.785850529,69.73583947,28.35820896,6.4,4.1,84.26682379,82.73144135,7.692307692,18.46846847,62.16216216,18.91891892,3.4,-0.7968841760644813,-0.3102785171043465,-0.019224112982631658,1,second,E05000067
43,9.5,1.946647441,76.63393679,70.5,4.443205057,67.39215943,34.09090909,7.2,4.4,84.22685952,81.96335836,8.222222222,16.35514019,61.21495327,22.42990654,3.2,-0.758357062303504,-0.4275666356859712,0.022219619030008075,1,second,E05000068
44,13.5,2.779645819,77.02683312,74.0,5.463547891,69.93810787,33.4519573,7.4,4.2,81.9511436,81.34471218,12.08333333,18.22222222,63.55555556,18.66666667,3.6,-0.6057754825763603,-0.2506758399827098,-0.12014089946704866,1,second,E05000069
45,26.5,7.228371358,70.24687855,70.5,9.424834259,63.84187926,51.93482688,8.0,6.0,80.93479518,78.81116132,23.89830508,22.46696035,62.55506608,14.97797357,3.9,0.11648154222192555,-0.3302865618541799,-0.15807300226320892,0,first,E05000070
46,24.2,4.764916719,73.16936836,72.5,7.518147252,67.00475833,42.07920792,7.9,5.4,81.29628301,78.19560571,22.24137931,21.36752137,63.67521368,14.95726496,3.7,-0.1260673607892821,-0.22420508242442883,-0.2084946817600586,1,second,E05000071
47,24.3,5.523688124,71.38532507,69.6,7.078836656,64.63926708,49.29906542,8.8,6.0,82.19310857,79.92808035,22.72727273,20.61403509,61.40350877,17.54385965,3.9,-0.07468609617407308,-0.40068321505303256,-0.1264205858176634,1,second,E05000072
48,17.5,3.368515607,74.97844208,72.6,6.064313177,68.16740647,34.51327434,7.1,4.6,82.52394039,80.70130028,13.26530612,18.09954751,63.80090498,17.64705882,4.0,-0.4820987964501342,-0.24139048047943396,-0.07262238441171943,1,second,E05000073
49,19.4,3.396674584,73.4550767,71.0,7.194115536,65.93168493,34.64052288,8.2,5.4,82.19085507,80.38075454,16.66666667,18.5520362,62.8959276,19.00452489,4.2,-0.35065195322947507,-0.3528847929011838,-0.08118279528821884,1,second,E05000074
50,29.0,8.284263959,67.61684643,70.1,10.37309687,62.81660413,53.65853659,7.4,5.3,80.66206672,77.66115602,25.67164179,24.30278884,63.74501992,11.95219124,5.6,0.27037964714154855,-0.24486953599469177,-0.11852178903042491,0,first,E05000075
51,11.5,2.331794996,76.20807277,74.5,6.139154161,69.90981837,27.23404255,5.9,3.6,82.32432341,79.68828545,9.0,18.63636364,65.0,16.36363636,3.9,-0.6583826698962101,-0.14368673706175863,-0.06985272017751715,1,second,E05000076
52,22.4,5.105239588,69.69612876,69.5,8.577517315,63.56340289,40.83129584,8.5,5.5,81.96911302,80.74802758,18.07017544,20.43478261,63.04347826,16.08695652,5.2,-0.11564992917298153,-0.3587068346045165,-0.020148046348371945,1,second,E05000077
53,12.8,2.321428571,75.38604077,71.9,5.80897412,67.76051433,37.16814159,9.2,5.0,81.0230065,80.2632239,9.523809524,16.43192488,62.44131455,21.12676056,5.1,-0.5441283699490805,-0.382260915056582,-0.0949999789287571,1,second,E05000078
54,34.6,11.07752105,63.31491713,68.4,13.0733519,59.42617748,53.67741935,8.3,5.7,78.38451293,75.55388666,32.02702703,26.69491525,62.71186441,10.59322034,5.4,0.6465519486960137,-0.34077025125994115,-0.20017918723086486,0,first,E05000079
55,18.3,4.20084514,73.63476218,71.8,6.459243086,67.19383087,40.06024096,7.1,4.5,82.11382804,79.33804102,15.92592593,20.0,63.72093023,16.27906977,3.9,-0.34360919970395837,-0.2389085424276793,-0.09576017466216807,1,second,E05000080
56,7.4,1.655011655,77.32330356,71.8,4.613953488,68.50614645,29.94652406,6.3,3.9,84.27001915,82.86053044,6.595744681,17.84037559,60.09389671,22.0657277,3.2,-0.8566514025386631,-0.43657239903987544,0.022026524515264906,1,second,E05000081
57,13.1,3.229844767,75.89923023,74.1,5.982036943,69.69849246,32.0,6.3,4.1,82.7749305,79.98148672,11.5,21.23893805,64.15929204,15.04424779,4.2,-0.5461965023054287,-0.17947117120574602,-0.09689958925011062,1,second,E05000082
58,11.0,2.158433467,74.03680276,71.4,5.420726306,67.49683944,31.42857143,7.3,4.7,80.67511014,78.69702166,8.372093023,15.38461538,64.25339367,20.36199095,7.0,-0.594496345964047,-0.2664562676303387,-0.0180143088284589,1,second,E05000083
59,29.8,9.385254868,62.59551547,70.1,14.86327797,59.70588235,46.45550528,5.8,4.7,78.03435574,75.81316616,23.20512821,27.41935484,65.32258065,7.258064516,9.0,0.49926513714081877,-0.15413549557747372,-0.031075898046582447,0,first,E05000084
60,16.5,4.980750722,67.36159601,69.9,8.956014838,63.64141508,47.52851711,5.9,4.4,81.57763301,78.81802018,15.07692308,18.91891892,71.28378378,9.797297297,9.6,-0.0802295287074515,0.08347447055602912,0.1878897796706271,1,second,E05000085
61,27.1,6.547068615,64.1759909,67.3,10.33196089,60.37948363,44.49064449,7.4,5.7,79.11913802,77.67440268,21.26582278,20.49689441,67.08074534,12.42236025,8.9,0.22170470055874544,-0.171572713123049,0.05725460009567507,0,first,E05000086
62,24.1,3.802922443,71.79431781,73.5,7.775524003,67.82020684,42.24422442,7.6,5.9,82.93831582,81.25257488,20.19230769,16.98113208,70.56603774,12.0754717,7.5,-0.15443486103225118,0.07119688715042512,0.014037920635033731,1,second,E05000087
63,35.7,9.169793621,61.5294531,65.2,11.42156863,57.78701631,52.50544662,7.4,5.4,85.58721506,82.93010983,32.875,23.80952381,64.46886447,11.72161172,8.8,0.43032146319847087,-0.3164133587972241,0.2256073537968354,0,first,E05000088
64,34.3,8.041554444,65.90023753,70.1,10.63561989,62.61575095,51.08910891,6.5,5.2,84.34171096,80.71881191,31.48648649,20.64516129,69.03225806,10.32258065,8.7,0.2989603639304282,-0.008195678553980854,0.10418109423984155,0,first,E05000089
65,20.2,4.915409236,66.47877984,69.0,9.124194493,62.7337984,45.68345324,6.4,4.9,83.41997139,80.76394058,17.05882353,20.57761733,67.14801444,12.27436823,9.3,-0.07763696055545133,-0.13060496492886114,0.2033226483317353,1,second,E05000090
66,40.9,10.95581605,59.32382462,66.8,15.57659208,56.42563681,46.7486819,7.6,6.5,79.16701375,76.69102256,36.22641509,26.80115274,64.84149856,8.645533141,8.2,0.8345329002833303,-0.27654533811212834,-0.051372409107140145,0,first,E05000091
67,30.7,6.66336797,68.75527624,72.9,10.43540842,65.33379998,47.37678855,6.6,5.8,83.07750267,79.37088315,26.52173913,20.26578073,70.09966777,9.634551495,7.5,0.175098475470819,0.07041843914115292,-0.005841106224088199,0,first,E05000092
68,12.3,2.845318158,70.26925954,70.0,7.67299545,64.64513294,37.01298701,7.6,4.7,86.35502495,82.94327837,10.4,16.06425703,65.86345382,17.67068273,8.4,-0.481117109182798,-0.26323632425031035,0.26172040262046675,1,second,E05000093
69,36.0,5.837033168,68.8879903,73.8,10.92901772,65.71946796,47.1281296,7.3,6.3,80.65447259,76.48200004,33.83561644,19.25287356,71.55172414,8.908045977,7.7,0.3427102859244715,0.18214412974663008,-0.15021487549251744,0,first,E05000094
70,29.0,4.550499445,70.61930318,74.3,8.697528866,67.85084202,44.89795918,5.8,4.9,80.83455879,78.13993347,23.83333333,16.66666667,74.52830189,8.805031447,10.0,0.019885220431492177,0.34367594431837434,0.007780114357552746,0,first,E05000095
71,14.9,2.947571877,67.39759573,69.0,8.803841676,62.89642714,36.72316384,6.1,4.0,81.99886303,80.86380989,12.22222222,16.28787879,70.83333333,13.25757576,13.0,-0.2755072334741436,0.016433813708998556,0.32359796875135655,1,second,E05000096
72,23.9,5.405405405,67.03889103,69.2,8.869631706,63.02661731,41.22340426,6.9,4.7,82.89262056,80.54420519,19.47368421,20.38216561,66.87898089,12.7388535,9.1,-0.04598970235310232,-0.14233862277341347,0.1379838935649201,1,second,E05000097
73,18.4,4.207841887,75.82054941,77.8,6.765783236,72.53373565,39.375,5.5,4.4,82.17428323,80.49199462,17.34375,19.41747573,71.197411,9.385113269,6.3,-0.345802781251471,0.2351428503065859,-0.10053651550184288,1,second,E05000098
74,21.3,5.436852126,67.67027185,68.8,8.236658933,63.1340901,51.85185185,7.3,5.5,82.52580326,82.17160391,19.5890411,19.56521739,68.01242236,12.42236025,8.0,-0.02290781278476042,-0.11156173879760746,0.15242637849906535,1,second,E05000099
75,44.4,13.24750127,54.249836,61.9,17.24475524,51.26494542,50.0,8.4,6.9,79.689823,76.00229141,39.56521739,26.80115274,64.26512968,8.933717579,10.0,1.1154825188200006,-0.4102057697887367,0.07204865743516228,0,first,E05000100
76,20.6,5.141441255,67.39595488,70.0,9.245960503,63.48793397,42.02898551,7.0,5.3,82.08196601,79.9864954,17.80821918,21.05263158,68.09210526,10.85526316,10.3,-0.025771047761527638,-0.07760548273209103,0.12805430894727127,1,second,E05000101
77,24.2,4.790296053,67.45762712,70.1,9.807549963,63.23300467,44.10774411,7.2,5.1,80.24773174,77.81927635,18.23529412,18.26086957,71.30434783,10.43478261,9.9,0.05948836886592643,0.06853893609157019,0.08994997118618482,0,first,E05000102
78,28.0,6.633395716,64.85405405,68.5,10.88277858,61.07915096,41.56769596,7.7,5.6,81.82971243,79.67988687,24.14285714,21.14695341,67.02508961,11.82795699,8.2,0.19727155024730053,-0.17869708142102633,0.08105197076762452,0,first,E05000103
79,22.8,4.520547945,65.6267672,69.5,10.31956549,62.3244382,44.32234432,7.3,5.3,82.57396922,79.78893634,18.61538462,18.32797428,71.70418006,10.28938907,12.2,0.05243413548505996,0.0504994884631044,0.23494055167165462,0,first,E05000104
80,34.2,6.873248723,68.62899693,73.5,10.41831097,65.80255094,45.54294976,6.4,4.9,78.95656196,74.95552575,30.42857143,19.18238994,72.95597484,7.86163522,9.4,0.3179084167300902,0.27042731802136816,-0.1304190802805926,0,first,E05000105
81,8.4,2.111613876,76.03126357,72.1,4.414461619,68.90462701,35.61151079,7.3,4.0,80.74767572,78.85122452,6.571428571,19.21824104,60.58631922,20.19543974,3.3,-0.6855641433016088,-0.38724756546162076,-0.13103992065313802,1,second,E05000106
82,14.1,2.199488491,79.16860555,75.4,4.790847336,71.76930333,26.5060241,5.0,3.4,83.83644478,81.66388642,10.65217391,18.22660099,63.54679803,18.22660099,2.4,-0.7897192624131908,-0.16458229713142705,-0.0941899570503051,1,second,E05000107
83,17.8,4.54179417,73.15528344,71.6,6.635257165,66.84156282,40.36363636,6.9,4.4,83.41802136,81.44850437,15.26315789,20.63492063,62.22222222,17.14285714,3.3,-0.38693367551320085,-0.3251559369584912,-0.04103315670542599,1,second,E05000108
84,12.4,2.845967089,78.64648264,77.4,5.517313308,73.16856474,36.83083512,5.3,3.4,80.90537226,79.30401092,11.71052632,20.28169014,65.91549296,13.8028169,3.3,-0.6044804855927828,0.009238229563042525,-0.20031227787485117,1,second,E05000109
85,6.9,1.578044597,77.29141207,72.9,4.289296555,69.75759908,25.0,5.3,3.1,83.88398066,82.55947052,6.376811594,19.04761905,60.88435374,20.06802721,2.6,-0.9067414810854565,-0.3469304424460729,0.0015019824727101152,1,second,E05000110
86,9.6,2.399737015,75.06690455,70.7,4.493009366,67.5628961,38.5665529,7.3,4.0,81.9983695,80.64763284,7.538461538,18.09210526,60.19736842,21.71052632,3.4,-0.6792682276879236,-0.44375001577813145,-0.03973618694589745,1,second,E05000111
87,13.6,3.231415737,77.74658432,77.9,6.225077537,73.05833621,36.73469388,5.4,3.8,81.90214614,79.21936175,12.19178082,20.88607595,66.7721519,12.34177215,3.1,-0.5394739274013216,0.03939382574426352,-0.18956845225816518,1,second,E05000112
88,18.8,2.801085884,79.51930215,77.5,5.00323485,73.60066834,43.62745098,5.8,3.5,81.34127969,79.0875691,16.25,14.28571429,68.88888889,16.82539683,2.5,-0.5605256186401072,0.12013673993415387,-0.20258881937439094,1,second,E05000113
89,34.8,8.023307934,69.29998954,68.6,8.654360621,62.69163683,51.85643564,8.0,5.7,80.76505617,78.84947283,29.87804878,22.36421725,60.7028754,16.93290735,3.2,0.21639344191676654,-0.40984341982590006,-0.19433171257537754,0,first,E05000114
90,32.6,7.910271547,67.41387676,68.0,8.896252868,61.9786699,51.32947977,9.3,6.3,80.68063526,77.390403,29.15789474,23.46041056,61.29032258,15.24926686,3.7,0.29627056382205486,-0.4250868470190983,-0.20489707107409041,0,first,E05000115
91,35.3,7.018979058,69.48792487,74.6,10.4299702,66.8360864,47.77777778,7.5,5.3,78.24131762,75.54869397,30.90909091,20.23809524,71.42857143,8.333333333,5.7,0.33782442776316807,0.18751972492532318,-0.2598106736747174,0,first,E05000116
92,12.2,2.017291066,75.03272251,69.0,4.196078431,66.09848485,36.08247423,6.7,3.5,82.83657009,83.39464041,8.636363636,18.0952381,58.0952381,23.80952381,2.4,-0.7508775650838497,-0.5519061002384625,0.03264868405115784,1,second,E05000117
93,10.4,2.180989583,75.06438773,69.4,4.673030346,66.16890823,29.94505495,6.5,3.7,84.65927905,81.34915308,8.676470588,17.50841751,58.24915825,24.24242424,2.8,-0.7829538967597879,-0.5593418392551467,0.03781541594474202,1,second,E05000118
94,7.1,1.669394435,76.2816616,72.7,4.787428432,69.21714488,24.3902439,5.4,3.1,83.24538004,80.70887286,6.794871795,18.82716049,62.03703704,19.13580247,3.4,-0.8364058811610635,-0.296145667414239,-0.00657536423409593,1,second,E05000119
95,9.7,2.083986211,75.5079349,72.7,4.79477382,69.21767183,28.65013774,6.4,3.6,85.14043559,82.71412012,8.076923077,19.50464396,62.22910217,18.26625387,3.3,-0.7704559986185114,-0.3172014957318217,0.03026076136054135,1,second,E05000120
96,33.4,8.033826638,67.93195779,69.5,9.593794652,62.80487805,51.30111524,8.9,5.9,80.05859448,77.00763815,31.13207547,22.54901961,63.23529412,14.21568627,4.3,0.32840932518607596,-0.30253983336682333,-0.22149410158025057,0,first,E05000121
97,23.1,4.431477685,72.75911131,69.1,7.055007433,64.1930365,46.49681529,7.6,4.5,82.79917613,80.73176102,19.72222222,18.64951768,59.48553055,21.86495177,3.2,-0.2888521991611729,-0.4877545519756566,-0.054784044790763854,1,second,E05000122
98,28.7,6.16527633,70.3611457,73.9,9.795367196,66.68202411,41.89031505,6.7,4.8,80.56032846,77.44902083,25.34883721,21.24645892,68.55524079,10.4815864,5.8,0.08396036165797262,0.03515555846129587,-0.15067329891620182,0,first,E05000123
99,5.5,1.505968779,75.43394407,69.2,3.97885773,66.4769262,27.60180995,5.1,3.1,86.07038362,83.63712012,4.754098361,18.41155235,59.566787,22.02166065,2.8,-0.9400248585688672,-0.4787344611174056,0.1669046928431467,1,second,E05000124
100,20.0,4.242609894,73.47659403,73.2,6.842498134,68.21535939,41.94139194,7.4,4.8,80.1051672,78.15360944,17.14285714,20.12987013,64.61038961,15.25974026,3.4,-0.25677872894176934,-0.1716353240263461,-0.19373475326229025,1,second,E05000125
101,5.5,1.624462494,76.2980056,72.0,4.544552491,68.70447079,27.16049383,5.5,2.9,86.15076056,84.59232886,4.772727273,17.91044776,60.69651741,21.39303483,3.1,-0.9607653690551744,-0.4076934780799059,0.13236772322957543,1,second,E05000126
102,5.1,1.417570879,76.82994557,72.4,4.116706635,69.38204955,20.81911263,5.7,3.1,83.35114588,81.59995998,4.109589041,18.48184818,61.05610561,20.79207921,3.1,-0.9412217170005212,-0.37456607896176586,0.002803927524561562,1,second,E05000127
103,23.1,3.637253303,74.42535148,75.5,5.600649351,71.25497805,52.73311897,5.3,3.9,85.58366201,84.23736278,20.0,17.64705882,69.41176471,12.94117647,5.9,-0.38715450080204517,0.13482888672158558,0.07083471166790253,1,second,E05000128
104,27.0,1.473334717,51.40735816,55.4,9.803554724,50.0,28.2208589,5.5,4.6,82.27738233,79.87700892,14.34782609,6.86695279,83.69098712,9.871244635,36.0,0.18160877082672103,0.42029444562345936,1.1737106560578974,0,first,E05000129
105,33.4,3.67485182,69.38223521,71.2,6.913272375,66.2492605,50.50167224,7.0,5.6,82.45260361,80.04236159,31.11111111,15.05791506,72.97297297,11.96911197,9.4,0.06013201715065326,0.22309505082291256,0.055329957634933674,0,first,E05000130
106,35.5,4.691794268,64.30655296,67.9,8.858024691,61.90126821,47.38219895,7.6,6.4,80.97037229,77.25456442,32.82608696,15.85365854,74.3902439,9.349593496,15.8,0.360162571635541,0.24055143204071655,0.16278548468177126,0,first,E05000131
107,24.3,3.493613824,74.62956679,76.4,6.403194712,71.53983791,45.17241379,5.8,4.5,83.51593058,80.34777545,22.19512195,15.41666667,74.16666667,10.41666667,6.8,-0.26592460302925347,0.34726360728015604,-0.018482622807818015,1,second,E05000132
108,9.4,2.044534413,69.7634514,70.7,5.01020889,67.11796693,41.49659864,4.2,2.6,85.12599196,83.0535539,5.510204082,17.21311475,68.44262295,14.3442623,10.9,-0.6551539593495164,0.005163704173630172,0.3749881138827454,1,second,E05000133
109,35.9,6.921824104,65.49928395,68.2,9.144748302,61.96246139,57.4610245,9.6,8.0,81.31353425,77.71558869,32.30769231,18.77729258,68.55895197,12.66375546,7.5,0.4464320887802706,-0.11616102138548655,-0.06948364758502869,0,first,E05000134
110,7.4,1.596153846,76.57477693,76.0,3.984997656,72.9431319,33.85826772,5.2,3.4,84.68316629,81.88181743,5.348837209,17.18061674,66.07929515,16.74008811,4.5,-0.8563599949363109,-0.06285146349416473,0.030148244114140507,1,second,E05000135
111,43.7,8.146174343,62.94871795,66.7,10.47696039,59.73031284,58.49420849,9.2,7.4,81.44739433,78.83482262,41.78571429,19.04761905,69.44444444,11.50793651,10.4,0.6770840747065188,-0.05763107043133102,0.009351071400485047,0,first,E05000136
112,25.5,4.69924812,70.37895311,71.4,7.15010142,66.29254164,47.40061162,7.4,6.0,84.29276745,83.08714225,21.55555556,17.04035874,66.8161435,16.14349776,5.6,-0.17011503139815504,-0.14839177430201442,0.05804245277570035,1,second,E05000137
113,36.6,4.236179261,61.92923503,65.5,8.660638598,59.83341046,54.49101796,7.3,6.3,82.98538735,78.66312695,34.61538462,12.96296296,77.40740741,10.0,17.0,0.3895930208926689,0.3200677503516725,0.35871300963011205,0,first,E05000138
114,33.9,5.126877266,71.26011792,73.0,6.602931804,68.22160149,54.82352941,7.1,5.5,77.21086418,75.2413494,30.2,15.63636364,74.54545455,9.454545455,9.5,0.20783251972533567,0.37385240932451436,-0.1802829619856166,0,first,E05000139
115,45.5,6.738450851,66.77126918,70.0,9.763222632,63.1482677,56.01659751,9.4,7.7,76.71481344,73.14546928,44.25531915,17.55102041,71.42857143,11.42857143,7.7,0.6924028770637417,0.1198000440114643,-0.3110500996693998,0,first,E05000140
116,38.7,5.267740531,46.11320755,52.0,13.45583877,45.01541624,42.60204082,6.2,5.2,81.48389481,79.18515002,25.33333333,13.6,78.8,7.2,37.5,0.7723261547713371,0.2092120950255674,1.1325014212029585,0,first,E05000141
117,35.3,5.498036416,54.35408599,59.0,10.69391635,52.66747641,48.0952381,7.6,6.2,79.78588077,76.78220756,32.35294118,15.43859649,75.43859649,9.473684211,23.5,0.63700347957685,0.13130408112676917,0.5396562403460716,0,first,E05000142
118,45.7,8.929849678,52.98576257,58.1,12.69001983,50.74426198,58.13559322,9.7,8.2,78.80206841,75.64743838,41.09375,18.54304636,72.84768212,8.940397351,19.4,1.0871116981793467,-0.045007536014331516,0.318118763992395,0,first,E05000143
119,26.0,3.822525597,72.30603448,73.5,5.561613959,69.41883768,58.51851852,5.6,3.8,84.46201473,81.3234702,21.25,16.41221374,71.3740458,11.83206107,7.4,-0.22716369661782243,0.22106011734736455,0.09217434433087875,1,second,E05000144
120,31.1,3.687265278,76.16199769,77.9,6.161437247,73.13874371,48.01324503,6.6,5.2,83.25509928,80.46369535,30.0,12.95546559,78.13765182,8.906882591,6.8,-0.12071283472396797,0.5499865612368259,-0.09832847912228707,1,second,E05000145
121,24.3,4.832516881,74.11453161,76.5,8.072337846,70.30598053,44.67766117,6.4,4.8,80.6903167,79.05397658,20.81081081,19.59654179,70.31700288,9.798270893,5.0,-0.12814571711343584,0.1702423645828759,-0.16821695693714914,1,second,E05000146
