,New Code,Children in Poverty; % of children aged under 16 in poverty; 2011,Employment; Adults not in Employment - 2011 Census; % of households with no adults in employment with dependent children,Employment; Economic Activity (Percentages) - 2011 Census; Employment rate (16-64),Employment; Economic Activity (Percentages) - 2011 Census; Economically active %,Employment; Economic Activity (Percentages) - 2011 Census; Economically active: % Unemployed,Employment; Economic Activity (Percentages) - 2011 Census; Employment rate (16-74),Employment; Lone Parent Not in Employment - 2011 Census; Lone parent not in employment %,Health and Disability; General Health - 2011 Census; % People whose Day-to-day activities are limited a lot,Health and Disability; General Health - 2011 Census; % People with Bad or Very Bad Health,Life Expectancy; Life expectancy at birth (all persons); 2007-2011,Life Expectancy; Male life expectancy; 2007-2011,Out-of-Work Families; Rates children (0-18) living in Out-of-work Benefit Claimant Households; 2011,Population and Age; Age structure (percentage) - 2013; Aged 0-15,Population and Age; Age structure (percentage) - 2013; Aged 16-64,Population and Age; Age structure (percentage) - 2013; Aged 65+,Qualifications; Qualifications and Students - 2011 Census; % of 16+ who are schoolchildren and full-time students: Age 18 and over
145,E05000170,29.7,5.936801787,69.37728938,72.0,8.133174792,66.14159747,48.14814815,6.8,5.3,82.21760303,78.61884235,26.47887324,20.0,70.15873016,9.841269841,8.1
146,E05000171,26.7,5.722786139,68.58178054,70.0,7.941017316,64.46570671,48.0,6.4,4.8,81.2357155,77.97543493,23.91891892,21.54882155,65.99326599,12.45791246,6.2
147,E05000172,28.7,8.279069767,60.98889131,64.5,12.05968313,56.75568351,53.86597938,8.4,6.3,80.44098232,78.61311046,27.2,22.2614841,65.72438163,12.01413428,9.3
148,E05000173,14.3,2.862225097,75.09938912,75.9,6.033360937,71.3016158,43.38842975,5.9,4.0,82.23158899,80.29869632,10.81632653,14.71571906,72.909699,12.04013378,6.1
149,E05000174,23.3,3.704968414,74.60933709,76.0,7.016090866,70.68081662,49.36708861,5.8,4.3,81.10813196,78.47573483,21.0,15.38461538,73.07692308,11.88811189,6.1
150,E05000175,37.5,7.685774947,68.30508475,72.3,9.33025848,65.5733148,53.43065693,6.2,5.1,81.82341051,78.71425353,32.73809524,19.28020566,72.23650386,8.483290488,11.2
151,E05000176,24.3,4.781601588,73.08516858,75.1,7.865168539,69.23915017,43.73716632,6.3,4.7,80.8944928,77.59263554,23.03030303,20.46979866,69.12751678,10.40268456,5.7
152,E05000177,30.4,8.498896247,66.40110842,70.0,10.60968661,62.56181209,53.24137931,7.6,5.5,79.55255694,77.24300969,27.42268041,23.87640449,65.16853933,10.95505618,7.6
153,E05000178,18.2,4.185022026,72.64522822,73.5,7.829776292,67.75992439,40.46920821,5.9,4.5,80.81031706,79.12395904,14.42857143,21.37931034,66.20689655,12.06896552,6.1
154,E05000179,15.5,3.474714519,71.91942013,72.5,6.40569395,67.87096774,46.05263158,5.4,3.5,84.62602154,82.55958266,12.20588235,18.98734177,67.40506329,13.60759494,6.0
155,E05000180,23.2,5.976924532,70.59073523,71.9,7.981601732,66.19307123,44.35946463,7.0,5.2,80.85184162,77.09190694,20.77922078,22.29965157,65.85365854,11.8466899,6.3
156,E05000181,19.7,4.692230071,66.57605855,69.2,9.834699264,62.38946559,47.9638009,7.8,5.0,80.99267446,78.89540187,16.95652174,19.43462898,68.90459364,11.66077739,9.3
157,E05000182,8.5,1.731354642,78.61436254,77.5,4.715447154,73.88942774,31.40096618,4.4,3.3,82.75300252,80.72328577,8.596491228,19.34306569,69.34306569,11.31386861,7.6
158,E05000183,17.0,4.111842105,72.27584834,73.2,7.693263734,67.54274282,42.45283019,5.7,4.1,83.43720093,79.95939767,15.42857143,20.46979866,67.44966443,12.08053691,6.5
159,E05000184,31.9,8.580147191,67.26690676,70.1,9.634595163,63.36989584,51.28205128,6.5,4.7,82.09832005,79.41162238,27.61904762,23.45276873,64.82084691,11.72638436,6.3
160,E05000185,34.2,10.56563501,61.91985279,67.4,12.95540864,58.69297164,54.9744898,7.9,5.9,79.50931072,77.0514372,30.87912088,25.49019608,64.37908497,10.13071895,7.6
161,E05000186,30.5,8.748801534,57.25990458,63.8,14.68499773,54.4026975,54.0942928,10.8,7.2,79.0569923,77.92570295,29.01408451,20.35087719,68.42105263,11.22807018,8.7
162,E05000187,17.3,4.232505643,71.37855994,72.4,7.617678764,66.87765542,42.20963173,6.0,4.3,82.92723642,81.11304617,15.61643836,20.25723473,67.84565916,11.89710611,6.1
163,E05000188,34.1,6.538013642,68.13316311,71.3,9.567546881,64.47476126,54.65116279,8.1,6.8,79.67338276,77.91331354,31.28571429,20.44728435,69.00958466,10.54313099,7.5
164,E05000189,23.1,6.694329184,59.0508327,63.4,12.81037482,55.24601663,55.94713656,8.8,7.0,79.56201541,77.63630963,20.88235294,21.73913043,67.89297659,10.03344482,11.8
165,E05000190,30.4,9.064184223,59.65050844,65.4,13.66389632,56.47806856,61.62790698,7.8,6.0,79.86605273,76.77440647,25.8974359,22.25913621,69.10299003,8.637873754,11.9
166,E05000191,13.8,2.390974912,77.58497499,77.2,4.884601294,73.43263882,42.41245136,4.7,3.7,81.86882263,78.9795137,14.1509434,18.38235294,70.58823529,11.02941176,5.8
167,E05000192,11.5,2.679059595,77.27177335,77.2,5.631506334,72.87872917,45.08928571,5.2,3.6,81.5670252,79.85531263,10.90909091,18.81918819,69.74169742,11.43911439,5.9
168,E05000193,27.2,5.084437988,71.89194518,74.5,8.902513795,67.84474886,41.10169492,6.8,5.4,83.01682069,81.11664067,23.15789474,17.80821918,71.23287671,10.95890411,7.5
169,E05000194,18.4,3.422401171,73.02062542,71.8,6.694903675,66.95754486,40.11461318,7.1,4.6,83.39408188,82.15624907,15.24590164,17.48251748,64.68531469,17.83216783,4.6
170,E05000195,29.6,7.606382979,69.5397772,71.3,9.107753706,64.80691057,55.30546624,8.0,5.8,78.85014514,76.38429925,26.25,21.9858156,64.18439716,13.4751773,4.5
171,E05000196,18.5,3.950143816,66.94346491,67.0,7.949479941,61.7093336,48.41772152,7.5,4.7,84.37373053,82.49264541,14.65517241,16.49122807,64.21052632,19.29824561,9.7
172,E05000197,44.0,14.77025656,53.80506174,61.3,16.99441935,50.89620336,58.47723705,7.9,6.8,80.23381541,77.36922777,37.71186441,27.37127371,63.95663957,8.401084011,8.6
173,E05000198,41.4,13.33447157,60.13380559,65.1,13.42189013,56.37952784,60.42084168,7.4,5.9,82.85038319,80.48423886,35.0,25.22796353,64.1337386,10.63829787,7.1
174,E05000199,43.2,13.97628458,62.00338919,68.1,13.56194405,58.83127139,61.04347826,6.7,5.5,79.09579181,76.96658375,39.71428571,26.39296188,65.1026393,8.211143695,6.8
175,E05000200,12.1,3.273696231,74.84214436,72.4,5.582996557,68.40164823,44.25087108,6.2,4.1,85.61533321,84.18193538,9.074074074,17.35849057,63.39622642,19.24528302,4.6
176,E05000201,40.2,12.52365388,59.257864,64.3,13.25219743,55.75836593,56.01336303,7.1,6.3,81.40914155,79.01920868,33.93939394,24.5508982,65.56886228,9.880239521,8.1
177,E05000202,17.1,2.879913059,72.90053603,70.9,6.076210093,66.59017419,35.395189,7.5,4.6,84.6009802,81.20011839,14.71698113,16.66666667,64.44444444,19.25925926,4.5
178,E05000203,37.3,9.490827405,62.24534027,65.5,11.4410612,58.04762375,52.20700152,8.0,6.5,80.18905111,78.12447969,31.70731707,24.06779661,64.40677966,11.86440678,7.4
179,E05000204,42.3,13.57213276,57.87311294,63.4,13.804151,54.6401766,53.6823425,7.8,6.4,79.91266731,79.19633616,38.59813084,27.21893491,62.72189349,9.763313609,8.4
180,E05000205,22.1,4.662407184,70.22744946,70.8,8.601485149,64.6899089,40.95238095,7.4,5.5,82.57784328,79.59965263,18.38235294,18.78980892,67.51592357,13.69426752,7.2
181,E05000206,42.3,12.57042254,57.97642436,63.7,13.98919534,54.78583718,54.78723404,7.2,5.9,79.84352755,76.65268525,34.375,25.4491018,65.26946108,8.982035928,10.6
182,E05000207,37.2,10.54156856,65.0499737,69.0,11.02173299,61.42829306,56.2992126,6.9,5.1,81.2356156,78.24214072,31.97674419,24.66666667,65.33333333,10.0,6.7
183,E05000208,20.8,5.026231173,71.0776218,72.3,7.904316173,66.5539271,43.65904366,7.0,4.7,81.82220814,80.28897415,16.25,18.72909699,66.88963211,14.04682274,7.4
184,E05000209,19.7,4.443150951,70.39860597,70.6,7.16747071,65.52193793,47.6584022,7.1,4.7,81.75069745,79.37693501,14.66666667,17.70833333,66.66666667,15.625,7.2
185,E05000210,16.2,3.941049843,75.91157938,74.9,6.369032896,70.12782512,45.81395349,6.3,4.1,83.02141023,80.86451742,14.08450704,19.93464052,64.37908497,15.68627451,3.7
186,E05000211,43.9,13.06306306,60.85755332,65.4,13.40110906,56.66196331,60.4494382,8.6,6.2,79.70168256,77.0530021,39.54545455,24.66216216,63.85135135,11.82432432,6.3
187,E05000212,40.1,13.19511411,58.44995571,64.3,13.97491682,55.28415166,56.32614808,7.4,6.4,77.2284926,75.87818674,33.67924528,25.40983607,65.30054645,9.016393443,8.8
188,E05000213,12.2,2.69209198,75.10345599,74.2,5.962867597,69.78077233,35.05154639,6.3,4.0,81.01154652,79.62312579,9.137931034,18.47826087,66.30434783,15.2173913,5.3
189,E05000214,36.0,10.58014755,63.56534802,69.3,13.00121507,60.28627561,51.20828539,8.6,6.3,78.59608076,74.94093668,30.10309278,26.53721683,63.43042071,10.03236246,7.9
190,E05000215,13.5,2.814814815,75.45783405,75.0,5.653950954,70.71377515,43.359375,6.9,4.4,80.22966669,78.86137073,12.70833333,16.92913386,67.32283465,15.7480315,5.1
191,E05000216,29.2,7.579717721,67.7386106,71.0,10.28663274,63.72371801,51.69082126,8.4,6.1,77.11855752,74.51052523,25.75342466,22.34042553,66.31205674,11.34751773,8.1
192,E05000217,20.8,4.1352657,70.68945058,69.7,7.542908762,64.41157961,42.39766082,9.1,5.8,80.86526456,77.88857831,18.30508475,17.76061776,64.09266409,18.14671815,4.6
193,E05000218,12.1,2.665888305,75.09252406,72.9,6.234115712,68.36712448,38.36734694,7.6,4.9,82.0345311,79.5594056,11.25,18.07228916,63.85542169,18.07228916,4.0
194,E05000219,25.9,4.815472666,64.88925349,66.5,9.37847719,60.26427061,50.0,7.6,4.9,82.04320844,79.05223055,20.96153846,16.0,67.6,16.4,14.9
195,E05000220,30.2,7.285115304,64.00351185,66.6,11.2749004,59.11866207,49.50248756,10.1,7.3,78.76755453,76.38287776,28.03571429,20.98214286,66.51785714,12.5,5.3
196,E05000221,34.4,8.675663651,62.52257913,70.3,14.57759898,60.0729601,49.22711058,7.6,5.7,76.24211421,73.93465221,29.3814433,23.38028169,69.01408451,7.605633803,10.1
197,E05000222,28.7,5.980253879,68.57119767,73.0,9.212325166,66.28023033,46.17784711,5.2,3.9,80.47653308,78.84096611,24.20289855,18.28908555,73.74631268,7.96460177,14.5
198,E05000223,28.8,6.287579454,67.33051285,69.7,9.319385953,63.19825791,48.46846847,9.0,6.3,80.73331856,78.25326461,26.0,20.28469751,67.25978648,12.8113879,7.1
199,E05000224,31.3,7.305194805,65.56083981,67.2,10.21447308,60.32552353,51.49384886,9.1,6.4,80.15186514,77.32898455,27.0,21.34831461,62.54681648,15.73033708,5.2
200,E05000225,30.1,4.557899823,74.21718854,76.6,7.209847597,71.03114063,51.29411765,6.5,4.7,80.47024679,76.41104577,24.44444444,17.9144385,74.86631016,7.219251337,10.0
201,E05000226,29.3,8.058483509,63.94450299,70.1,13.93500117,60.30965839,47.36070381,7.0,5.2,79.60832618,76.91465455,23.91304348,22.79635258,67.78115502,9.422492401,11.7
202,E05000227,19.3,5.09207065,69.52550679,71.3,9.520441364,64.54086781,41.06382979,6.9,4.8,82.42690201,79.12626631,15.90909091,20.37735849,66.03773585,13.58490566,5.4
203,E05000228,32.2,11.03924105,62.93169025,70.4,13.36171096,60.98363052,49.91197183,5.8,4.6,77.03746595,76.1030762,26.37795276,29.13580247,65.67901235,4.938271605,8.5
204,E05000229,35.2,10.17615602,60.46412785,68.8,15.40721589,58.23624595,49.77973568,6.8,5.3,78.16759419,75.71491727,29.53703704,26.74094708,66.85236769,6.128133705,12.2
205,E05000230,37.2,9.786345776,64.72561885,72.0,13.36032389,62.412861,52.59042033,6.8,5.4,77.23493922,74.75660557,32.62135922,24.07862408,69.53316953,6.388206388,10.6
206,E05000231,35.6,5.284719377,71.97727273,75.3,7.606812933,69.61392061,54.72222222,6.6,5.7,79.95854003,77.00979505,34.35897436,13.99176955,79.83539095,6.172839506,9.7
207,E05000232,25.3,7.160909857,64.80144404,69.9,10.3894105,62.6223513,49.17257683,5.5,4.8,82.98820359,79.71450069,18.37209302,28.99628253,65.05576208,5.94795539,8.2
208,E05000233,41.6,9.653818701,63.00467488,70.8,14.79323575,60.35836521,55.10752688,7.5,6.5,79.88693611,77.2482536,40.74626866,21.40221402,71.58671587,7.011070111,8.4
209,E05000234,24.8,5.527540729,73.29458215,76.7,7.796101949,70.73400251,45.77006508,6.2,5.8,80.54042559,78.04540642,21.13207547,19.43319838,73.68421053,7.287449393,6.6
210,E05000235,38.4,6.419023935,70.39670002,76.2,10.53443526,68.21542598,50.0,6.8,5.5,79.9744779,79.14881693,36.14035088,16.66666667,77.12418301,6.209150327,8.4
211,E05000236,38.4,6.445215667,71.07044133,75.6,9.357005758,68.55380149,54.95495495,6.3,5.5,78.59036581,76.36339988,33.92156863,15.97222222,77.08333333,7.291666667,8.9
212,E05000237,40.0,7.585703866,66.56710049,73.1,12.83289637,63.71154816,52.13114754,8.2,6.9,78.83199548,76.21740817,36.22641509,17.96875,74.21875,7.8125,8.0
213,E05000238,35.3,7.485745816,65.09532789,71.2,12.66509106,62.14879304,52.76816609,8.1,6.8,79.08120732,77.3090672,32.75862069,19.46564885,73.28244275,7.633587786,7.5
214,E05000239,45.3,7.544757033,67.42542451,73.1,10.65830721,65.30360448,54.86577181,6.8,6.0,79.02623443,76.73905371,40.37735849,14.7260274,79.79452055,5.821917808,10.8
215,E05000240,45.4,7.8865751,62.70197107,69.5,12.33773828,60.9084261,51.15332429,7.0,6.0,79.2827436,76.94404478,39.49152542,15.18987342,78.48101266,6.329113924,15.5
216,E05000241,41.4,11.67693036,57.55733628,64.2,16.09968354,53.86666667,53.62537764,9.1,7.9,80.96249785,79.11841335,38.48484848,24.66960352,66.07929515,9.251101322,8.8
217,E05000242,34.8,7.660268019,65.58351496,72.2,12.94346979,62.86599099,51.0708402,7.6,6.7,77.20399337,75.08755373,31.61764706,20.35087719,72.98245614,7.01754386,8.3
218,E05000243,26.0,5.877231171,64.63042926,68.6,8.913308913,62.51646115,44.06332454,7.2,5.6,80.07566375,76.05072548,18.7012987,27.82258065,63.70967742,8.467741935,7.9
219,E05000244,26.5,7.707553402,58.16377795,64.0,12.9513633,55.75221239,53.20665083,7.4,6.2,81.22313552,78.78638771,18.79518072,28.62453532,63.56877323,7.80669145,9.5
220,E05000245,39.5,7.208121827,67.69170116,72.4,10.92770313,64.45967219,54.32937182,8.2,7.0,78.45749018,75.53038728,34.38596491,17.14285714,74.64285714,8.214285714,8.4
221,E05000246,29.0,9.924015657,53.82749326,61.2,15.10060153,51.94821678,49.48630137,7.6,6.4,82.80251359,81.95618621,22.68817204,32.4,60.4,7.2,8.5
222,E05000247,26.6,4.895104895,73.38760175,77.2,8.438546766,70.65314644,49.87277354,6.7,5.8,80.6067126,77.69194962,26.08695652,15.68627451,76.47058824,7.450980392,7.6
223,E05000248,38.1,8.543069833,65.61351947,71.7,12.0888272,63.06252489,50.28248588,7.6,6.4,79.96805715,77.30384045,36.25,20.44609665,72.11895911,7.434944238,8.2
224,E05000249,45.6,10.39150354,60.41259766,67.6,14.71139111,57.62770364,56.84830633,9.4,7.0,77.07623671,74.89441715,43.60655738,21.25,70.83333333,7.916666667,10.3
225,E05000250,23.7,3.255231622,76.24805858,78.4,6.26925653,73.51334314,44.7284345,5.5,4.2,82.36281801,79.13129373,21.53846154,15.72052402,76.41921397,7.860262009,6.8
226,E05000251,31.8,5.742701315,71.8149265,75.9,8.964143426,69.05163985,49.34086629,6.5,5.4,81.69878746,77.33831754,27.32142857,17.79359431,74.02135231,8.185053381,7.9
227,E05000252,22.9,3.007518797,69.51877314,72.2,7.317740391,66.94329184,42.03389831,5.6,4.5,81.78812242,79.6275448,19.16666667,12.55060729,76.92307692,10.52631579,12.6
228,E05000253,44.9,9.553620033,62.57678133,67.5,11.66062673,59.66882649,54.01301518,8.2,6.2,79.13293073,75.95846422,40.90909091,19.79695431,72.08121827,8.629441624,9.0
229,E05000254,29.8,3.999196141,72.39732569,74.1,7.269450285,68.729823,47.27272727,7.2,5.7,78.66176663,76.13737632,28.57142857,13.83928571,76.33928571,10.26785714,9.6
230,E05000255,27.7,3.764420158,70.96738034,72.6,6.096318929,68.15205913,49.81549815,5.8,4.6,80.9630811,78.60138085,26.96969697,12.60869565,78.69565217,8.695652174,15.5
231,E05000256,30.9,5.270218475,69.90015884,72.9,8.472849032,66.69849353,50.72115385,8.0,6.2,78.63919829,76.25385894,27.55555556,15.3526971,73.85892116,10.37344398,10.4
232,E05000257,13.9,2.789256198,76.68209327,77.4,5.049047894,73.45982143,49.04761905,4.9,3.6,82.05919933,78.84875948,14.21052632,15.98173516,75.34246575,8.675799087,7.6
233,E05000258,35.2,4.163662581,72.67193507,76.1,7.604766368,70.28926462,48.98550725,5.7,4.5,80.12604862,78.94048814,35.0,12.44813278,80.91286307,6.639004149,10.9
234,E05000259,7.8,2.128315854,74.25149701,72.7,4.182133135,69.7029703,36.75213675,5.1,3.7,82.9959959,81.43666999,7.419354839,18.0,66.66666667,15.33333333,6.2
235,E05000260,13.6,2.641752577,73.67878319,74.8,5.638977636,70.5566173,56.39534884,4.6,3.4,82.41938228,79.93516147,13.63636364,18.60465116,70.23255814,11.1627907,6.1
236,E05000261,24.4,4.170989832,72.23455661,73.9,6.808926535,68.84476534,50.0,6.9,4.9,79.2452259,75.76045108,23.25581395,17.59259259,70.83333333,11.57407407,6.7
237,E05000262,32.4,6.007820832,69.28882747,71.9,7.297447281,66.63342641,47.14548803,5.7,4.4,80.97751241,77.57225124,28.86792453,18.3908046,72.79693487,8.812260536,9.6
238,E05000263,33.7,5.259365994,71.95638365,76.3,9.18662806,69.25624812,49.53917051,7.2,5.8,79.88261117,75.60812029,33.57142857,15.6626506,76.30522088,8.032128514,7.5
239,E05000264,23.7,4.603528696,76.36022514,78.9,6.344283096,73.90143509,53.7704918,4.9,3.7,81.97134877,80.24409696,20.47619048,17.48878924,74.88789238,7.623318386,6.5
240,E05000265,43.3,11.10889906,62.23630998,67.2,12.15787086,59.02255639,54.83870968,8.3,6.5,81.43926767,78.20069803,43.61111111,21.9330855,68.7732342,9.293680297,9.3
241,E05000266,10.7,2.694480661,76.65345554,77.0,5.568685377,72.74692763,33.46153846,4.4,3.6,82.54898037,80.58319863,7.666666667,20.50209205,68.61924686,10.87866109,5.1
242,E05000267,31.7,7.07384403,68.95784898,73.1,10.40537051,65.51496271,47.56493506,6.8,5.5,79.38154022,76.7954586,27.70491803,18.14946619,72.24199288,9.252669039,7.8
243,E05000268,36.5,9.877446497,61.82108626,67.3,12.67546908,58.80756271,46.13402062,7.5,6.4,80.09573419,77.19315551,34.55696203,21.69491525,69.49152542,8.474576271,9.9
244,E05000269,8.8,1.565187479,80.8604227,81.9,5.01409832,77.76774064,26.94063927,3.8,3.0,82.8359965,80.59101103,8.0,16.33466135,74.10358566,9.561752988,4.4
245,E05000270,13.5,3.117085525,75.93096111,76.8,5.829660173,72.31138771,34.31372549,5.0,3.5,81.96576344,80.42732556,11.77419355,19.921875,68.75,11.328125,4.8
246,E05000271,29.1,4.935112411,71.79984484,75.4,8.390410959,69.03862107,46.41025641,5.9,5.3,80.98684119,78.1013418,29.11111111,15.32846715,77.00729927,7.664233577,10.2
247,E05000272,10.7,2.378686965,78.97278831,79.2,4.62594372,75.52994891,41.02564103,4.6,3.4,84.10632914,80.88099994,10.0,15.18987342,72.99578059,12.23628692,6.0
248,E05000273,29.6,5.993301604,72.40270183,76.3,9.302325581,69.16565901,47.58364312,6.6,5.7,80.1485638,77.13358685,27.22222222,17.82945736,73.64341085,8.527131783,6.0
249,E05000274,8.8,2.203918077,78.41631356,78.3,5.111624326,74.33361476,31.50684932,4.8,3.3,83.18180975,80.75990018,6.739130435,17.43119266,69.72477064,12.8440367,4.7
250,E05000275,41.6,9.823040809,63.20063379,68.3,11.94780481,60.15973254,54.39783491,8.7,7.4,81.0271636,77.36363919,36.25,18.1184669,73.51916376,8.362369338,11.6
251,E05000276,46.9,14.84708393,52.33784216,61.8,19.40996292,49.79579639,58.0861244,8.1,7.2,79.11497896,75.08048345,40.10869565,25.42372881,66.77966102,7.796610169,9.1
252,E05000277,33.3,6.394707828,65.61625956,69.7,10.48863208,62.38837331,44.78764479,7.8,6.6,79.23720681,75.42193943,30.0,17.85714286,74.02597403,8.116883117,10.3
253,E05000278,25.2,8.136813681,63.65458015,68.5,11.12856769,60.91716773,53.65853659,6.6,5.6,79.82868298,76.89853277,23.53535354,26.15384615,66.46153846,7.384615385,9.0
254,E05000279,23.4,4.071442289,77.26015271,79.7,6.581376945,74.47166439,44.64285714,5.5,4.6,81.49929733,80.43277447,21.77777778,15.83333333,76.66666667,7.5,5.9
255,E05000280,40.4,9.282700422,61.28939277,68.1,14.42713833,58.28463544,49.67490247,8.4,7.4,79.32658764,76.12590136,35.49295775,20.26143791,71.56862745,8.169934641,11.0
256,E05000281,41.3,12.35141159,56.30203291,63.0,14.80894016,53.66518303,49.84326019,7.2,6.3,79.62373526,76.51860149,37.41176471,22.15384615,69.84615385,8.0,14.7
257,E05000282,37.9,8.246828143,63.30866808,68.2,12.38479263,59.79361179,50.1650165,8.2,7.0,81.19403063,77.83883953,34.35483871,18.54545455,71.27272727,9.818181818,9.7
258,E05000283,44.2,14.58506224,54.82598608,61.2,15.24465642,51.90393769,52.84810127,9.3,7.8,78.34591759,75.32866427,39.31034483,25.18248175,66.42335766,8.394160584,8.6
259,E05000284,36.3,7.938793879,66.61585366,70.7,10.24408752,63.49078547,55.27638191,7.3,6.0,80.9853262,78.22925373,32.42424242,18.66666667,72.66666667,8.666666667,9.5
260,E05000285,13.6,3.113052977,71.78284182,71.4,6.405933918,66.85934489,32.03883495,5.3,3.7,84.50126806,82.69668737,10.0,20.68965517,65.0862069,13.79310345,6.4
261,E05000286,20.6,3.505496785,71.94932782,70.6,5.383255664,66.7876588,46.37096774,8.5,5.6,84.54455714,82.6967021,11.81818182,18.70229008,62.59541985,19.08396947,5.4
262,E05000287,22.3,5.895020188,68.5678392,70.3,8.677821522,64.17291066,49.40711462,6.5,4.5,84.67396596,81.81773948,20.1754386,20.0,67.5,12.08333333,8.1
263,E05000288,25.4,4.121431444,71.10299812,73.4,8.013449145,67.50282718,47.94952681,6.4,4.2,81.45635916,79.03583201,18.97959184,18.14671815,71.42857143,10.42471042,9.0
264,E05000289,18.0,4.109589041,68.23231104,70.0,7.115689382,65.02829247,43.82022472,6.1,4.2,82.0108244,79.47836318,10.58823529,20.86614173,66.92913386,12.20472441,7.5
265,E05000290,23.4,5.264423077,69.11723754,69.1,8.132956153,63.51301797,42.73504274,7.5,5.5,83.01554042,80.04938785,19.64285714,18.88412017,63.09012876,17.59656652,5.8
266,E05000291,15.7,2.905811623,73.18631179,71.2,6.006674082,66.88654354,40.10989011,7.4,4.4,83.88116483,83.09428647,12.65306122,18.34862385,61.46788991,20.18348624,4.2
267,E05000292,10.1,2.044817927,73.78861296,71.6,5.615874204,67.55996248,36.73469388,6.3,4.1,85.5135606,84.75372249,7.826086957,17.39130435,65.2173913,17.39130435,5.6
268,E05000293,19.7,4.373757455,71.73566879,72.7,7.578281146,67.19544684,44.48669202,5.8,4.0,84.37571172,83.69122239,13.45454545,20.43478261,66.95652174,12.60869565,7.2
269,E05000294,19.8,5.269219695,68.47939489,69.8,8.554873892,63.78982406,39.92395437,7.5,5.3,83.1094184,80.66703006,17.25490196,17.82608696,68.69565217,13.04347826,8.4
270,E05000295,13.7,2.647058824,71.6453358,71.5,7.023907667,66.50548414,30.14705882,6.6,4.5,83.11575217,83.37630256,11.6,16.95652174,68.26086957,15.2173913,8.2
271,E05000296,27.7,6.313834726,68.39292077,71.7,10.39119804,64.25597195,47.80361757,6.7,4.7,83.0377296,81.56392796,22.5,21.484375,67.96875,10.546875,8.4
272,E05000297,15.0,3.351955307,71.75449871,69.4,5.935432124,65.23432068,42.85714286,7.0,4.3,84.77358422,81.34282869,12.72727273,17.56097561,61.95121951,20.48780488,4.4
273,E05000298,8.3,2.49490835,75.22178988,72.2,4.99718204,68.6253223,33.0,5.1,3.0,86.20582048,83.86550246,6.41509434,20.75471698,61.32075472,18.39622642,4.1
274,E05000299,18.9,4.841815681,68.13950602,69.4,8.368747957,63.5600907,41.31274131,6.4,4.8,82.82305579,80.58642726,18.85245902,20.73170732,67.07317073,12.19512195,7.7
275,E05000300,13.1,2.917121047,71.53064029,70.4,6.367303982,65.87683574,35.81081081,5.9,3.8,84.2865897,82.6880464,9.285714286,20.61403509,64.9122807,14.47368421,7.0
276,E05000301,29.5,7.646276596,64.82930299,68.2,10.10166209,61.3006162,49.2,7.3,5.4,82.22550525,77.8047495,22.4,24.04580153,66.03053435,10.30534351,7.4
277,E05000302,18.8,4.695331047,68.55957474,70.9,9.072580645,64.42857143,42.64705882,6.0,4.2,83.19112973,82.40848493,14.0,22.59414226,66.52719665,11.29707113,7.4
278,E05000303,19.7,4.29490124,68.58452892,67.4,7.053787456,62.65211391,50.0,9.9,6.4,83.28865,82.20255543,17.70833333,17.46724891,60.26200873,22.70742358,4.9
279,E05000304,28.9,6.800618238,65.12841091,68.9,10.88896823,61.44,46.86716792,7.0,5.2,78.98023065,76.9089722,24.46153846,23.17596567,65.66523605,10.72961373,7.8
280,E05000305,21.1,4.262829215,71.50700766,71.7,7.351331631,66.39215686,43.04932735,6.5,4.4,83.11889681,82.14249799,15.09803922,20.28301887,66.50943396,13.67924528,6.7
281,E05000306,25.8,6.19875369,72.72170004,73.9,8.841655138,67.40444527,49.12836767,7.8,5.0,78.26897853,75.3412267,21.57894737,21.69811321,65.09433962,13.20754717,4.3
282,E05000307,10.1,1.853997683,75.55914848,70.0,4.633140973,66.75129833,32.29571984,7.6,4.8,83.88019011,82.3536164,8.148148148,16.73306773,58.56573705,24.70119522,3.0
283,E05000308,23.8,4.271503803,73.39473011,71.0,7.506281407,65.62674095,42.37288136,8.8,5.7,82.04103163,78.42593257,21.07142857,17.92828685,62.15139442,20.3187251,3.2
284,E05000309,7.9,1.484392054,74.253981,69.5,4.441166831,66.43500057,32.96089385,7.2,4.3,82.30262764,80.9062096,6.4,15.83333333,61.25,22.91666667,3.6
285,E05000310,33.9,9.077206498,63.02261092,67.9,12.95224313,59.13872776,54.82517483,10.4,7.1,79.10010468,76.41682868,31.68674699,23.07692308,63.87959866,12.7090301,3.9
286,E05000311,11.4,2.437550363,75.74865626,71.4,5.615885821,67.42021277,37.06563707,7.3,4.3,82.50497414,80.20344194,11.56862745,15.72580645,63.70967742,20.96774194,2.8
287,E05000312,18.8,3.441995993,72.16019417,71.0,7.57986739,65.62165632,40.11627907,8.4,5.6,81.4826876,78.96347982,17.81818182,17.87072243,63.878327,18.25095057,3.4
288,E05000313,26.6,6.417530816,69.14502695,68.5,8.549426371,62.66422572,48.20415879,8.7,5.7,79.08981064,76.40876862,24.6969697,20.76923077,62.30769231,16.92307692,3.6
289,E05000314,33.6,7.246650311,64.25880213,65.9,11.35652174,58.38487973,50.36101083,11.8,7.3,79.87888505,77.55522746,30.3030303,21.78988327,60.70038911,17.12062257,3.7
290,E05000315,12.7,2.344689379,75.63878194,73.4,5.826749436,69.15665147,32.95454545,7.1,4.2,83.53579356,80.46527353,9.322033898,16.47509579,65.51724138,18.00766284,3.4
